,index,variable,value,Streams
8350,835,Track Name - 분할 1,Born,79095270.0
8352,835,Track Name - 분할 2,Singer,79095270.0
8360,836,Track Name - 분할 1,Little,273194684.0
8362,836,Track Name - 분할 2,Freak,273194684.0
8370,837,Track Name - 분할 1,La,333146475.0
8372,837,Track Name - 분할 2,Llevo,333146475.0
8373,837,Track Name - 분할 3,Al,333146475.0
8374,837,Track Name - 분할 4,Cielo,333146475.0
8375,837,Track Name - 분할 5,(Ft.,333146475.0
8376,837,Track Name - 분할 6,ï¿½ï¿½engo,333146475.0
8377,837,Track Name - 분할 7,F,333146475.0
8380,838,Track Name - 분할 1,True,194902696.0
8382,838,Track Name - 분할 2,Love,194902696.0
8390,839,Track Name - 분할 1,Satellite,311482393.0
8400,840,Track Name - 분할 1,Pass,195918494.0
8402,840,Track Name - 분할 2,The,195918494.0
8403,840,Track Name - 분할 3,Dutchie,195918494.0
8410,841,Track Name - 분할 1,Villano,248511839.0
8412,841,Track Name - 분할 2,Antillano:,248511839.0
8413,841,Track Name - 분할 3,Bzrp,248511839.0
8414,841,Track Name - 분할 4,Music,248511839.0
8415,841,Track Name - 분할 5,"Sessions,",248511839.0
8416,841,Track Name - 분할 6,Vol.,248511839.0
8417,841,Track Name - 분할 7,51,248511839.0
8420,842,Track Name - 분할 1,Love,233671263.0
8422,842,Track Name - 분할 2,Of,233671263.0
8423,842,Track Name - 분할 3,My,233671263.0
8424,842,Track Name - 분할 4,Life,233671263.0
8430,843,Track Name - 분할 1,Grapejuice,199587884.0
8440,844,Track Name - 분할 1,So,91781263.0
8442,844,Track Name - 분할 2,Good,91781263.0
8450,845,Track Name - 분할 1,Belly,383835984.0
8452,845,Track Name - 분할 2,Dancer,383835984.0
8460,846,Track Name - 분할 1,Keep,236060709.0
8462,846,Track Name - 분할 2,Driving,236060709.0
8470,847,Track Name - 분할 1,Cinema,189236868.0
8480,848,Track Name - 분할 1,Die,160845341.0
8482,848,Track Name - 분할 2,Young,160845341.0
8483,848,Track Name - 분할 3,(feat.,160845341.0
8484,848,Track Name - 분할 4,347aidan),160845341.0
8490,849,Track Name - 분할 1,Only,588955257.0
8492,849,Track Name - 분할 2,Love,588955257.0
8493,849,Track Name - 분할 3,Can,588955257.0
8494,849,Track Name - 분할 4,Hurt,588955257.0
8495,849,Track Name - 분할 5,Like,588955257.0
8496,849,Track Name - 분할 6,This,588955257.0
8500,850,Track Name - 분할 1,Hold,238350348.0
8502,850,Track Name - 분할 2,My,238350348.0
8503,850,Track Name - 분할 3,Hand,238350348.0
8510,851,Track Name - 분할 1,Daydreaming,187703102.0
8520,852,Track Name - 분할 1,Numb,295307001.0
8530,853,Track Name - 분할 1,Nos,138334433.0
8532,853,Track Name - 분할 2,Comemos,138334433.0
8533,853,Track Name - 분할 3,(feat.,138334433.0
8534,853,Track Name - 분할 4,Ozuna),138334433.0
8540,854,Track Name - 분할 1,Me,445590495.0
8542,854,Track Name - 분할 2,and,445590495.0
8543,854,Track Name - 분할 3,Your,445590495.0
8544,854,Track Name - 분할 4,Mama,445590495.0
8550,855,Track Name - 분할 1,Crazy,286739476.0
8552,855,Track Name - 분할 2,What,286739476.0
8553,855,Track Name - 분할 3,Love,286739476.0
8554,855,Track Name - 분할 4,Can,286739476.0
8555,855,Track Name - 분할 5,Do,286739476.0
8560,856,Track Name - 분할 1,SLOW,1122364376.0
8562,856,Track Name - 분할 2,DANCING,1122364376.0
8563,856,Track Name - 분할 3,IN,1122364376.0
8564,856,Track Name - 분할 4,THE,1122364376.0
8565,856,Track Name - 분할 5,DARK,1122364376.0
8570,857,Track Name - 분할 1,Antes,157136970.0
8572,857,Track Name - 분할 2,de,157136970.0
8573,857,Track Name - 분할 3,Perderte,157136970.0
8580,858,Track Name - 분할 1,Boyfriends,137070925.0
8590,859,Track Name - 분할 1,295,183273246.0
8600,860,Track Name - 분할 1,Tak,184807630.0
8602,860,Track Name - 분할 2,Ingin,184807630.0
8603,860,Track Name - 분할 3,Usai,184807630.0
8610,861,Track Name - 분할 1,En,164856284.0
8612,861,Track Name - 분할 2,El,164856284.0
8613,861,Track Name - 분할 3,Radio,164856284.0
8614,861,Track Name - 분할 4,Un,164856284.0
8615,861,Track Name - 분할 5,Cochinero,164856284.0
8620,862,Track Name - 분할 1,Master,704171068.0
8622,862,Track Name - 분할 2,of,704171068.0
8623,862,Track Name - 분할 3,Puppets,704171068.0
8624,862,Track Name - 분할 4,(Remastered),704171068.0
8630,863,Track Name - 분할 1,BREAK,354614964.0
8632,863,Track Name - 분할 2,MY,354614964.0
8633,863,Track Name - 분할 3,SOUL,354614964.0
8640,864,Track Name - 분할 1,ULTRA,279717388.0
8642,864,Track Name - 분할 2,SOLO,279717388.0
8643,864,Track Name - 분할 3,REMIX,279717388.0
8650,865,Track Name - 분할 1,Massive,195628667.0
8660,866,Track Name - 분할 1,Betty,221752937.0
8662,866,Track Name - 분할 2,(Get,221752937.0
8663,866,Track Name - 분할 3,Money),221752937.0
8670,867,Track Name - 분할 1,Ojos,263280370.0
8672,867,Track Name - 분할 2,Marrones,263280370.0
8680,868,Track Name - 분할 1,POP!,213505179.0
8690,869,Track Name - 분할 1,Layla,130419412.0
8700,870,Track Name - 분할 1,MORE,155795783.0
8710,871,Track Name - 분할 1,Sweet,1553497987.0
8712,871,Track Name - 분할 2,Child,1553497987.0
8713,871,Track Name - 분할 3,O',1553497987.0
8714,871,Track Name - 분할 4,Mine,1553497987.0
8720,872,Track Name - 분할 1,Last,293466523.0
8722,872,Track Name - 분할 2,Last,293466523.0
8730,873,Track Name - 분할 1,SNAP,711366595.0
8740,874,Track Name - 분할 1,Sticky,191448892.0
8750,875,Track Name - 분할 1,Hot,85924992.0
8752,875,Track Name - 분할 2,Shit,85924992.0
8753,875,Track Name - 분할 3,(feat.,85924992.0
8754,875,Track Name - 분할 4,Ye,85924992.0
8755,875,Track Name - 분할 5,&,85924992.0
8756,875,Track Name - 분할 6,Lil,85924992.0
8757,875,Track Name - 분할 7,Durk),85924992.0
8760,876,Track Name - 분할 1,Ai,176103902.0
8762,876,Track Name - 분할 2,Preto,176103902.0
8770,877,Track Name - 분할 1,La,121189256.0
8772,877,Track Name - 분할 2,Loto,121189256.0
8780,878,Track Name - 분할 1,die,131746175.0
8782,878,Track Name - 분할 2,first,131746175.0
8790,879,Track Name - 분할 1,Afraid,244790012.0
8792,879,Track Name - 분할 2,To,244790012.0
8793,879,Track Name - 분할 3,Feel,244790012.0
8800,880,Track Name - 분할 1,Baile,129314708.0
8802,880,Track Name - 분할 2,no,129314708.0
8803,880,Track Name - 분할 3,Morro,129314708.0
8810,881,Track Name - 분할 1,cï¿½ï¿½mo,331511413.0
8812,881,Track Name - 분할 2,dormi,331511413.0
8820,882,Track Name - 분할 1,Bad,219196651.0
8822,882,Track Name - 분할 2,Decisions,219196651.0
8823,882,Track Name - 분할 3,(with,219196651.0
8824,882,Track Name - 분할 4,BTS,219196651.0
8825,882,Track Name - 분할 5,&,219196651.0
8826,882,Track Name - 분할 6,Snoop,219196651.0
8827,882,Track Name - 분할 7,Dogg),219196651.0
8830,883,Track Name - 분할 1,STAYING,170732845.0
8832,883,Track Name - 분할 2,ALIVE,170732845.0
8833,883,Track Name - 분할 3,(feat.,170732845.0
8834,883,Track Name - 분할 4,Drake,170732845.0
8835,883,Track Name - 분할 5,&,170732845.0
8836,883,Track Name - 분할 6,Lil,170732845.0
8837,883,Track Name - 분할 7,Baby),170732845.0
8840,884,Track Name - 분할 1,Caile,273914335.0
8850,885,Track Name - 분할 1,Si,179061440.0
8852,885,Track Name - 분할 2,Te,179061440.0
8853,885,Track Name - 분할 3,La,179061440.0
8854,885,Track Name - 분할 4,Encuentras,179061440.0
8855,885,Track Name - 분할 5,Por,179061440.0
8856,885,Track Name - 분할 6,Ahï¿,179061440.0
8860,886,Track Name - 분할 1,GIVENCHY,185236961.0
8870,887,Track Name - 분할 1,ALIEN,171788484.0
8872,887,Track Name - 분할 2,SUPERSTAR,171788484.0
8880,888,Track Name - 분할 1,Mary,387080183.0
8882,888,Track Name - 분할 2,On,387080183.0
8883,888,Track Name - 분할 3,A,387080183.0
8884,888,Track Name - 분할 4,Cross,387080183.0
8890,889,Track Name - 분할 1,Attention,264717480.0
8900,890,Track Name - 분할 1,THE,244928911.0
8902,890,Track Name - 분할 2,SHADE,244928911.0
8910,891,Track Name - 분할 1,Come,97610446.0
8912,891,Track Name - 분할 2,Back,97610446.0
8913,891,Track Name - 분할 3,Home,97610446.0
8914,891,Track Name - 분할 4,-,97610446.0
8915,891,Track Name - 분할 5,From,97610446.0
8916,891,Track Name - 분할 6,"""Purple",97610446.0
8917,891,Track Name - 분할 7,"Hearts""",97610446.0
8920,892,Track Name - 분할 1,El,287278853.0
8922,892,Track Name - 분할 2,Rescate,287278853.0
8930,893,Track Name - 분할 1,Heartless,887906111.0
8940,894,Track Name - 분할 1,Stay,123473120.0
8942,894,Track Name - 분할 2,With,123473120.0
8943,894,Track Name - 분할 3,Me,123473120.0
8944,894,Track Name - 분할 4,(with,123473120.0
8945,894,Track Name - 분할 5,Justin,123473120.0
8946,894,Track Name - 분할 6,"Timberlake,",123473120.0
8947,894,Track Name - 분할 7,"Halsey,",123473120.0
8948,894,Track Name - 분할 8,&,123473120.0
8949,894,Track Name - 분할 9,Pharrell),123473120.0
8950,895,Track Name - 분할 1,Siempre,295152154.0
8952,895,Track Name - 분할 2,Pendientes,295152154.0
8960,896,Track Name - 분할 1,JGL,323455692.0
8970,897,Track Name - 분할 1,Don't,240918092.0
8972,897,Track Name - 분할 2,You,240918092.0
8973,897,Track Name - 분할 3,Worry,240918092.0
8980,898,Track Name - 분할 1,Pipoco,191873381.0
8990,899,Track Name - 분할 1,Hold,284216603.0
8992,899,Track Name - 분할 2,Me,284216603.0
8993,899,Track Name - 분할 3,Closer,284216603.0
9000,900,Track Name - 분할 1,Forget,239411309.0
9002,900,Track Name - 분할 2,Me,239411309.0
9010,901,Track Name - 분할 1,After,265548837.0
9012,901,Track Name - 분할 2,LIKE,265548837.0
9020,902,Track Name - 분할 1,Bound,703301727.0
9022,902,Track Name - 분할 2,2,703301727.0
9030,903,Track Name - 분할 1,B.O.T.A.,244585109.0
9032,903,Track Name - 분할 2,(Baddest,244585109.0
9033,903,Track Name - 분할 3,Of,244585109.0
9034,903,Track Name - 분할 4,Them,244585109.0
9035,903,Track Name - 분할 5,All),244585109.0
9036,903,Track Name - 분할 6,-,244585109.0
9037,903,Track Name - 분할 7,Edit,244585109.0
9040,904,Track Name - 분할 1,Talk,189476119.0
9042,904,Track Name - 분할 2,that,189476119.0
9043,904,Track Name - 분할 3,Talk,189476119.0
9050,905,Track Name - 분할 1,BILLIE,277132266.0
9052,905,Track Name - 분할 2,EILISH.,277132266.0
9060,906,Track Name - 분할 1,Ferxxo,278920007.0
9062,906,Track Name - 분할 2,100,278920007.0
9070,907,Track Name - 분할 1,KU,222410722.0
9072,907,Track Name - 분할 2,LO,222410722.0
9073,907,Track Name - 분할 3,SA,222410722.0
9074,907,Track Name - 분할 4,-,222410722.0
9075,907,Track Name - 분할 5,A,222410722.0
9076,907,Track Name - 분할 6,COLORS,222410722.0
9077,907,Track Name - 분할 7,SHOW,222410722.0
9080,908,Track Name - 분할 1,Prohibidox,185392587.0
9090,909,Track Name - 분할 1,Static,202452860.0
9100,910,Track Name - 분할 1,The,1608164312.0
9102,910,Track Name - 분할 2,Scientist,1608164312.0
9110,911,Track Name - 분할 1,Sparks,624101957.0
9120,912,Track Name - 분할 1,Talk,148461629.0
9130,913,Track Name - 분할 1,XQ,47093942.0
9132,913,Track Name - 분할 2,Te,47093942.0
9133,913,Track Name - 분할 3,Pones,47093942.0
9134,913,Track Name - 분할 4,Asï¿,47093942.0
9140,914,Track Name - 분할 1,Selfish,380319238.0
9150,915,Track Name - 분할 1,Sin,209106362.0
9152,915,Track Name - 분할 2,Seï¿½ï,209106362.0
9160,916,Track Name - 분할 1,Lady,53987404.0
9162,916,Track Name - 분할 2,Mi,53987404.0
9163,916,Track Name - 분할 3,Amor,53987404.0
9170,917,Track Name - 분할 1,Poland,115331792.0
9180,918,Track Name - 분할 1,THE,225093344.0
9182,918,Track Name - 분할 2,LONELIEST,225093344.0
9190,919,Track Name - 분할 1,Bye,84697729.0
9192,919,Track Name - 분할 2,Bye,84697729.0
9200,920,Track Name - 분할 1,BABY,159240673.0
9202,920,Track Name - 분할 2,OTAKU,159240673.0
9210,921,Track Name - 분할 1,Nxde,170709584.0
9220,922,Track Name - 분할 1,Miss,154356956.0
9222,922,Track Name - 분할 2,You,154356956.0
9230,923,Track Name - 분할 1,we,723043854.0
9232,923,Track Name - 분할 2,fell,723043854.0
9233,923,Track Name - 분할 3,in,723043854.0
9234,923,Track Name - 분할 4,love,723043854.0
9235,923,Track Name - 분할 5,in,723043854.0
9236,923,Track Name - 분할 6,october,723043854.0
9240,924,Track Name - 분할 1,2,247689123.0
9242,924,Track Name - 분할 2,Be,247689123.0
9243,924,Track Name - 분할 3,Loved,247689123.0
9244,924,Track Name - 분할 4,(Am,247689123.0
9245,924,Track Name - 분할 5,I,247689123.0
9246,924,Track Name - 분할 6,Ready),247689123.0
9250,925,Track Name - 분할 1,Celestial,176474912.0
9260,926,Track Name - 분할 1,Typa,235549288.0
9262,926,Track Name - 분할 2,Girl,235549288.0
9270,927,Track Name - 분할 1,I,140430339.0
9272,927,Track Name - 분할 2,Really,140430339.0
9273,927,Track Name - 분할 3,Want,140430339.0
9274,927,Track Name - 분할 4,to,140430339.0
9275,927,Track Name - 분할 5,Stay,140430339.0
9276,927,Track Name - 분할 6,at,140430339.0
9277,927,Track Name - 분할 7,Your,140430339.0
9278,927,Track Name - 분할 8,House,140430339.0
9280,928,Track Name - 분할 1,California,85559365.0
9282,928,Track Name - 분할 2,Breeze,85559365.0
9290,929,Track Name - 분할 1,Bamba,146223492.0
9292,929,Track Name - 분할 2,(feat.,146223492.0
9293,929,Track Name - 분할 3,Aitch,146223492.0
9294,929,Track Name - 분할 4,&,146223492.0
9295,929,Track Name - 분할 5,BIA),146223492.0
9300,930,Track Name - 분할 1,Casei,187701588.0
9302,930,Track Name - 분할 2,Com,187701588.0
9303,930,Track Name - 분할 3,a,187701588.0
9304,930,Track Name - 분할 4,Putaria,187701588.0
9310,931,Track Name - 분할 1,Major,154863153.0
9312,931,Track Name - 분할 2,Distribution,154863153.0
9320,932,Track Name - 분할 1,Pussy,191333656.0
9322,932,Track Name - 분할 2,&,191333656.0
9323,932,Track Name - 분할 3,Millions,191333656.0
9324,932,Track Name - 분할 4,(feat.,191333656.0
9325,932,Track Name - 분할 5,Travis,191333656.0
9326,932,Track Name - 분할 6,Scott),191333656.0
9330,933,Track Name - 분할 1,Vigilante,253650850.0
9332,933,Track Name - 분할 2,Shit,253650850.0
9340,934,Track Name - 분할 1,Question...?,223064273.0
9350,935,Track Name - 분할 1,On,170413877.0
9352,935,Track Name - 분할 2,BS,170413877.0
9360,936,Track Name - 분할 1,Mastermind,218320587.0
9370,937,Track Name - 분할 1,Circo,141720999.0
9372,937,Track Name - 분할 2,Loco,141720999.0
9380,938,Track Name - 분할 1,Labyrinth,187339835.0
9390,939,Track Name - 분할 1,Spin,198365537.0
9392,939,Track Name - 분할 2,Bout,198365537.0
9393,939,Track Name - 분할 3,U,198365537.0
9400,940,Track Name - 분할 1,Sweet,186104310.0
9402,940,Track Name - 분할 2,Nothing,186104310.0
9410,941,Track Name - 분할 1,"Would've,",177503916.0
9412,941,Track Name - 분할 2,"Could've,",177503916.0
9413,941,Track Name - 분할 3,Should've,177503916.0
9420,942,Track Name - 분할 1,Con,71095708.0
9422,942,Track Name - 분할 2,La,71095708.0
9423,942,Track Name - 분할 3,Brisa,71095708.0
9430,943,Track Name - 분할 1,Privileged,112436403.0
9432,943,Track Name - 분할 2,Rappers,112436403.0
9440,944,Track Name - 분할 1,The,203436468.0
9442,944,Track Name - 분할 2,Astronaut,203436468.0
9450,945,Track Name - 분할 1,BackOutsideBoyz,93367537.0
9460,946,Track Name - 분할 1,Broke,106249219.0
9462,946,Track Name - 분할 2,Boys,106249219.0
9470,947,Track Name - 분할 1,The,181382590.0
9472,947,Track Name - 분할 2,Great,181382590.0
9473,947,Track Name - 분할 3,War,181382590.0
9480,948,Track Name - 분할 1,My,91473363.0
9482,948,Track Name - 분할 2,Mind,91473363.0
9483,948,Track Name - 분할 3,&,91473363.0
9484,948,Track Name - 분할 4,Me,91473363.0
9490,949,Track Name - 분할 1,Bigger,121871870.0
9492,949,Track Name - 분할 2,Than,121871870.0
9493,949,Track Name - 분할 3,The,121871870.0
9494,949,Track Name - 분할 4,Whole,121871870.0
9495,949,Track Name - 분할 5,Sky,121871870.0
9500,950,Track Name - 분할 1,A,73513683.0
9502,950,Track Name - 분할 2,Veces,73513683.0
9503,950,Track Name - 분할 3,(feat.,73513683.0
9504,950,Track Name - 분할 4,Feid),73513683.0
9510,951,Track Name - 분할 1,En,133895612.0
9512,951,Track Name - 분할 2,La,133895612.0
9513,951,Track Name - 분할 3,De,133895612.0
9514,951,Track Name - 분할 4,Ella,133895612.0
9520,952,Track Name - 분할 1,Alone,96007391.0
